brand,archetype,id,name,category,source_universe,lat,lng,state,municipality,locality,density_proxy_3x3_001deg,density_stratum,nearest_m,n_within_250m,n_within_500m,n_within_800m,n_within_1000m,n_within_1500m,n_within_2000m,n_within_3000m
Farmacias Guadalajara,farmacia,DENUE_12329110,FARMACIAS GUADALAJARA SUC 2834,farmacia,seen_prod_denue,32.47132561,-116.86093189,Baja California,Tijuana,Tijuana,834,Q3_media_alta,0.0,1,1,1,1,1,1,3
Farmacias Guadalajara,farmacia,DENUE_12329213,FARMACIAS GUADALAJARA SUC 2764,farmacia,seen_prod_denue,32.47132561,-116.86093189,Baja California,Tijuana,Tijuana,834,Q3_media_alta,0.0,1,1,1,1,1,1,3
Farmacias Guadalajara,farmacia,DENUE_6356528,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.25233895,-99.61354336,México,Metepec,Metepec,1521,Q4_alta,0.0,1,1,1,1,2,4,6
Farmacias Guadalajara,farmacia,DENUE_6357849,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.25233895,-99.61354336,México,Metepec,Metepec,1521,Q4_alta,0.0,1,1,1,1,2,4,6
Farmacias Guadalajara,farmacia,DENUE_11768382,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.71594485,-99.13932386,México,Melchor Ocampo,Melchor Ocampo,884,Q3_media_alta,0.045251419534166504,1,1,1,1,1,2,2
Farmacias Guadalajara,farmacia,DENUE_6351609,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.71594448,-99.13932404,México,Melchor Ocampo,Melchor Ocampo,884,Q3_media_alta,0.045251419534166504,1,1,1,1,1,2,2
Farmacias Guadalajara,farmacia,DENUE_6701090,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.99575527,-101.28860705,Guanajuato,Guanajuato,Marfil,402,Q2_media_baja,0.10241798606137394,1,1,1,1,2,2,4
Farmacias Guadalajara,farmacia,DENUE_6846138,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.99575612,-101.28860743,Guanajuato,Guanajuato,Marfil,402,Q2_media_baja,0.10241798606137394,1,1,1,1,2,2,4
Farmacias Guadalajara,farmacia,DENUE_6866618,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.10578238,-96.15254353,Veracruz de Ignacio de la Llave,Medellín de Bravo,Fraccionamiento Puente Moreno,440,Q2_media_baja,0.12060785926786168,2,2,2,2,3,3,3
Farmacias Guadalajara,farmacia,DENUE_9324243,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.10578269,-96.15254463,Veracruz de Ignacio de la Llave,Medellín de Bravo,Fraccionamiento Puente Moreno,440,Q2_media_baja,0.12060785926786168,2,2,2,2,3,3,3
Farmacias Guadalajara,farmacia,DENUE_9419375,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.74701575,-88.70718801,Quintana Roo,José María Morelos,José María Morelos,380,Q1_baja,0.12498427874622016,6,6,6,6,6,6,6
Farmacias Guadalajara,farmacia,DENUE_9463804,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.74701498,-88.70718714,Quintana Roo,José María Morelos,José María Morelos,380,Q1_baja,0.12498427874622016,6,6,6,6,6,6,6
Farmacias Guadalajara,farmacia,DENUE_6383176,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.38624083,-99.9951241,Querétaro,San Juan del Río,San Juan del Río,1639,Q4_alta,0.2628456242086687,1,2,4,5,5,6,7
Farmacias Guadalajara,farmacia,DENUE_9439023,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.38624135,-99.99512656,Querétaro,San Juan del Río,San Juan del Río,1639,Q4_alta,0.2628456242086687,1,2,4,5,5,6,7
Farmacias Guadalajara,farmacia,DENUE_12329235,FARMACIAS GUADALAJARA SUC 2792,farmacia,c2_recovered,19.38596864,-99.05345298,Ciudad de México,Iztapalapa,Iztapalapa,2235,Q4_alta,0.2838634362841249,1,1,1,2,3,3,4
Farmacias Guadalajara,farmacia,DENUE_12329239,FARMACIAS GUADALAJARA SUC 2919,farmacia,c2_recovered,19.38596718,-99.05345076,Ciudad de México,Iztapalapa,Iztapalapa,2235,Q4_alta,0.2838634362841249,1,1,1,2,3,3,4
Farmacias Guadalajara,farmacia,DENUE_6419041,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,18.14260318,-94.5008121,Veracruz de Ignacio de la Llave,Coatzacoalcos,Coatzacoalcos,699,Q2_media_baja,0.35723314058317224,1,1,1,1,1,2,3
Farmacias Guadalajara,farmacia,DENUE_9423668,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,18.14260604,-94.50081364,Veracruz de Ignacio de la Llave,Coatzacoalcos,Coatzacoalcos,699,Q2_media_baja,0.35723314058317224,1,1,1,1,1,2,3
Farmacias Guadalajara,farmacia,DENUE_9444676,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,21.1654534,-86.82983218,Quintana Roo,Benito Juárez,Cancún,1243,Q3_media_alta,0.4142448790572441,1,1,2,3,3,3,4
Farmacias Guadalajara,farmacia,DENUE_9446025,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,21.16545078,-86.82982934,Quintana Roo,Benito Juárez,Cancún,1243,Q3_media_alta,0.4142448790572441,1,1,2,3,3,3,4
Farmacias Guadalajara,farmacia,DENUE_6345286,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,24.01994065,-104.64785382,Durango,Durango,Victoria de Durango,1712,Q4_alta,0.48142419098438505,1,1,1,1,2,5,11
Farmacias Guadalajara,farmacia,DENUE_9410509,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,24.01994064,-104.64785856,Durango,Durango,Victoria de Durango,1712,Q4_alta,0.48142419098438505,1,1,1,1,2,5,11
Farmacias Guadalajara,farmacia,DENUE_6394722,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,27.49172235,-109.93877405,Sonora,Cajeme,Ciudad Obregón,1681,Q4_alta,0.4972395520941159,1,1,1,4,5,10,14
Farmacias Guadalajara,farmacia,DENUE_9445794,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,27.49172226,-109.93876901,Sonora,Cajeme,Ciudad Obregón,1681,Q4_alta,0.4972395520941159,1,1,1,4,5,10,14
Farmacias Guadalajara,farmacia,DENUE_6780618,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,31.69300541,-106.40455255,Chihuahua,Juárez,Juárez,540,Q2_media_baja,0.6074302520609093,1,1,1,1,2,2,4
Farmacias Guadalajara,farmacia,DENUE_6782093,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,31.69301082,-106.40455166,Chihuahua,Juárez,Juárez,540,Q2_media_baja,0.6074302520609093,1,1,1,1,2,2,4
Farmacias Guadalajara,farmacia,DENUE_6338491,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.29189613,-103.20159204,Jalisco,Chapala,Chapala,448,Q2_media_baja,0.621592779936698,1,1,1,1,1,2,2
Farmacias Guadalajara,farmacia,DENUE_9323451,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.29189613,-103.20158608,Jalisco,Chapala,Chapala,448,Q2_media_baja,0.621592779936698,1,1,1,1,1,2,2
Farmacias Guadalajara,farmacia,DENUE_6339487,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.49284893,-103.41767893,Jalisco,Tlajomulco de Zúñiga,Lomas del Sur,431,Q2_media_baja,0.6234243736993258,1,1,1,1,2,2,2
Farmacias Guadalajara,farmacia,DENUE_8967382,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.49285452,-103.41767939,Jalisco,Tlajomulco de Zúñiga,Lomas del Sur,431,Q2_media_baja,0.6234243736993258,1,1,1,1,2,2,2
Farmacias Guadalajara,farmacia,DENUE_6301482,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,25.51516623,-103.39182965,Coahuila de Zaragoza,Torreón,Torreón,1257,Q3_media_alta,0.6273908292570164,1,1,1,1,3,3,9
Farmacias Guadalajara,farmacia,DENUE_9445071,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,25.5151703,-103.39182532,Coahuila de Zaragoza,Torreón,Torreón,1257,Q3_media_alta,0.6273908292570164,1,1,1,1,3,3,9
Farmacias Guadalajara,farmacia,DENUE_6704582,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,25.68575092,-100.2928189,Nuevo León,Monterrey,Monterrey,931,Q3_media_alta,0.6682824198424477,1,1,1,1,1,2,6
Farmacias Guadalajara,farmacia,DENUE_6801367,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,25.68575626,-100.29282196,Nuevo León,Monterrey,Monterrey,931,Q3_media_alta,0.6682824198424477,1,1,1,1,1,2,6
Farmacias Guadalajara,farmacia,DENUE_6291269,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,28.65330554,-106.09896834,Chihuahua,Chihuahua,Chihuahua,1001,Q3_media_alta,0.7608210760157118,1,1,1,1,3,7,11
Farmacias Guadalajara,farmacia,DENUE_9466233,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,28.65331187,-106.0989713,Chihuahua,Chihuahua,Chihuahua,1001,Q3_media_alta,0.7608210760157118,1,1,1,1,3,7,11
Farmacias Guadalajara,farmacia,DENUE_9415822,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,20.65007612,-103.7009415,Jalisco,Tala,Tala,823,Q3_media_alta,0.8416152271995092,2,2,3,3,3,3,3
Farmacias Guadalajara,farmacia,DENUE_9468566,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,20.65006857,-103.70094207,Jalisco,Tala,Tala,823,Q3_media_alta,0.8416152271995092,2,2,3,3,3,3,3
Farmacias Guadalajara,farmacia,DENUE_8967350,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,32.48239277,-114.77747992,Sonora,San Luis Río Colorado,San Luis Río Colorado,647,Q2_media_baja,0.8803606138867749,1,1,1,1,3,3,6
Farmacias Guadalajara,farmacia,DENUE_9289198,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,32.48239011,-114.77747108,Sonora,San Luis Río Colorado,San Luis Río Colorado,647,Q2_media_baja,0.8803606138867749,1,1,1,1,3,3,6
Farmacias Guadalajara,farmacia,DENUE_6337114,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.701368,-103.41521666,Jalisco,Zapopan,Zapopan,328,Q1_baja,0.9535780846499086,1,1,1,1,4,4,10
Farmacias Guadalajara,farmacia,DENUE_6337785,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.70137624,-103.41521412,Jalisco,Zapopan,Zapopan,328,Q1_baja,0.9535780846499086,1,1,1,1,4,4,10
Farmacias Guadalajara,farmacia,DENUE_6361755,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,18.94404059,-99.20104708,Morelos,Cuernavaca,Cuernavaca,979,Q3_media_alta,0.9545176087764219,1,1,1,2,2,3,8
Farmacias Guadalajara,farmacia,DENUE_6788358,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,18.94404154,-99.2010561,Morelos,Cuernavaca,Cuernavaca,979,Q3_media_alta,0.9545176087764219,1,1,1,2,2,3,8
Farmacias Guadalajara,farmacia,DENUE_12329481,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.09969199,-98.25332314,Puebla,Cuautlancingo,Sanctorum,942,Q3_media_alta,1.0030312210740882,1,1,1,1,2,2,5
Farmacias Guadalajara,farmacia,DENUE_6418684,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.09968398,-98.25331875,Puebla,Cuautlancingo,Sanctorum,942,Q3_media_alta,1.0030312210740882,1,1,1,1,2,2,5
Farmacias Guadalajara,farmacia,DENUE_9444679,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.74700662,-88.70717754,Quintana Roo,José María Morelos,José María Morelos,380,Q1_baja,1.0944071500151102,6,6,6,6,6,6,6
Farmacias Guadalajara,farmacia,DENUE_9446164,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.74699993,-88.70716987,Quintana Roo,José María Morelos,José María Morelos,380,Q1_baja,1.0944071500151102,6,6,6,6,6,6,6
Farmacias Guadalajara,farmacia,DENUE_6417637,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,22.76739331,-102.57398412,Zacatecas,Zacatecas,Zacatecas,1649,Q4_alta,1.0981516858798845,1,3,3,5,7,7,7
Farmacias Guadalajara,farmacia,DENUE_9392394,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,22.76740212,-102.57397928,Zacatecas,Zacatecas,Zacatecas,1649,Q4_alta,1.0981516858798845,1,3,3,5,7,7,7
Farmacias Guadalajara,farmacia,DENUE_6379548,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.81891374,-97.36117435,Puebla,Teziutlán,Teziutlán,1861,Q4_alta,1.1105065551834075,1,2,2,2,4,4,4
Farmacias Guadalajara,farmacia,DENUE_9405127,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.81891341,-97.36118496,Puebla,Teziutlán,Teziutlán,1861,Q4_alta,1.1105065551834075,1,2,2,2,4,4,4
Farmacias Guadalajara,farmacia,DENUE_6345306,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.30916915,-99.58531983,México,Toluca,Santa María Totoltepec,855,Q3_media_alta,1.2237395654891112,1,1,1,1,3,3,3
Farmacias Guadalajara,farmacia,DENUE_6774077,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.30916569,-99.5853309,México,Toluca,Santa María Totoltepec,855,Q3_media_alta,1.2237395654891112,1,1,1,1,3,3,3
Farmacias Guadalajara,farmacia,DENUE_6418917,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,22.37547644,-97.90769246,Tamaulipas,Altamira,Miramar,450,Q2_media_baja,1.3964951341807652,1,1,1,1,1,2,2
Farmacias Guadalajara,farmacia,DENUE_6698850,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,22.37548561,-97.90770174,Tamaulipas,Altamira,Miramar,450,Q2_media_baja,1.3964951341807652,1,1,1,1,1,2,2
Farmacias Guadalajara,farmacia,DENUE_6416847,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,23.17469621,-102.87100981,Zacatecas,Fresnillo,Fresnillo,1596,Q4_alta,1.4716790511427311,3,4,4,4,5,5,6
Farmacias Guadalajara,farmacia,DENUE_6416941,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,23.17468298,-102.87100941,Zacatecas,Fresnillo,Fresnillo,1596,Q4_alta,1.4716790511427311,3,4,4,4,5,5,6
Farmacias Guadalajara,farmacia,DENUE_3368735,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.00070797,-98.21709622,Puebla,Puebla,Heroica Puebla de Zaragoza,2107,Q4_alta,1.5461405496342302,1,1,1,1,2,3,9
Farmacias Guadalajara,farmacia,DENUE_6377223,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.00069454,-98.21710003,Puebla,Puebla,Heroica Puebla de Zaragoza,2107,Q4_alta,1.5461405496342302,1,1,1,1,2,3,9
Farmacias Guadalajara,farmacia,DENUE_6345283,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,24.80725414,-107.4559778,Sinaloa,Culiacán,Culiacán Rosales,406,Q2_media_baja,1.6846982764242682,1,1,1,1,2,4,6
Farmacias Guadalajara,farmacia,DENUE_6725271,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,24.80725256,-107.4559612,Sinaloa,Culiacán,Culiacán Rosales,406,Q2_media_baja,1.6846982764242682,1,1,1,1,2,4,6
Farmacias Guadalajara,farmacia,DENUE_2432298,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.30705756,-99.59775563,México,Toluca,Crespa Floresta,726,Q2_media_baja,1.7635205965176415,1,1,1,1,3,3,4
Farmacias Guadalajara,farmacia,DENUE_6355994,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,19.30705441,-99.5977721,México,Toluca,Crespa Floresta,726,Q2_media_baja,1.7635205965176415,1,1,1,1,3,3,4
Farmacias Guadalajara,farmacia,DENUE_10927599,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,20.54159582,-100.69293685,Guanajuato,Apaseo el Grande,Apaseo el Grande,606,Q2_media_baja,2.037056829219869,1,1,1,1,2,2,2
Farmacias Guadalajara,farmacia,DENUE_12329352,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.54161279,-100.69292948,Guanajuato,Apaseo el Grande,Apaseo el Grande,606,Q2_media_baja,2.037056829219869,1,1,1,1,2,2,2
Farmacias Guadalajara,farmacia,DENUE_6408053,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.15668217,-96.14115278,Veracruz de Ignacio de la Llave,Veracruz,Veracruz,1044,Q3_media_alta,2.0508189083442994,1,1,3,3,4,4,13
Farmacias Guadalajara,farmacia,DENUE_6463067,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.15669896,-96.1411447,Veracruz de Ignacio de la Llave,Veracruz,Veracruz,1044,Q3_media_alta,2.0508189083442994,1,1,3,3,4,4,13
Farmacias Guadalajara,farmacia,DENUE_9465684,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.74698632,-88.70715426,Quintana Roo,José María Morelos,José María Morelos,380,Q1_baja,2.2269239878197635,6,6,6,6,6,6,6
Farmacias Guadalajara,farmacia,DENUE_9427695,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,28.66321624,-106.07515418,Chihuahua,Chihuahua,Chihuahua,364,Q1_baja,2.2364685781669587,1,1,1,1,2,5,8
Farmacias Guadalajara,farmacia,DENUE_9459488,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,28.66319695,-106.07514769,Chihuahua,Chihuahua,Chihuahua,364,Q1_baja,2.2364685781669587,1,1,1,1,2,5,8
Farmacias Guadalajara,farmacia,DENUE_6381778,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.65296121,-100.3432446,Querétaro,El Marqués,La Pradera,466,Q2_media_baja,2.2927963998579797,1,1,3,3,4,4,4
Farmacias Guadalajara,farmacia,DENUE_8967273,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.6529818,-100.34324342,Querétaro,El Marqués,La Pradera,466,Q2_media_baja,2.2927963998579797,1,1,3,3,4,4,4
Farmacias Guadalajara,farmacia,DENUE_9444677,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.74696867,-88.70713401,Quintana Roo,José María Morelos,José María Morelos,380,Q1_baja,2.888450673701744,6,6,6,6,6,6,6
Farmacias Guadalajara,farmacia,DENUE_6347160,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.79799269,-99.09912601,México,Zumpango,Zumpango de Ocampo,1325,Q3_media_alta,3.199827020798579,1,1,1,1,1,1,1
Farmacias Guadalajara,farmacia,DENUE_6350931,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.79798921,-99.09909565,México,Zumpango,Zumpango de Ocampo,1325,Q3_media_alta,3.199827020798579,1,1,1,1,1,1,1
Farmacias Guadalajara,farmacia,DENUE_6847161,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,27.49395676,-109.95391526,Sonora,Cajeme,Ciudad Obregón,1209,Q3_media_alta,3.2136516870280234,1,1,4,4,5,10,14
Farmacias Guadalajara,farmacia,DENUE_9289197,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,27.49395695,-109.95388268,Sonora,Cajeme,Ciudad Obregón,1209,Q3_media_alta,3.2136516870280234,1,1,4,4,5,10,14
Farmacias Guadalajara,farmacia,DENUE_12329296,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,18.68664496,-88.39373278,Quintana Roo,Bacalar,Bacalar,445,Q2_media_baja,3.3188290451210967,1,1,1,1,1,1,1
Farmacias Guadalajara,farmacia,DENUE_12329355,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,18.68666556,-88.39370998,Quintana Roo,Bacalar,Bacalar,445,Q2_media_baja,3.3188290451210967,1,1,1,1,1,1,1
Farmacias Guadalajara,farmacia,DENUE_6782305,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.53979018,-97.45556077,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Poza Rica de Hidalgo,1924,Q4_alta,3.4386821799736946,1,1,2,4,5,8,9
Farmacias Guadalajara,farmacia,DENUE_8967496,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.53976329,-97.45557708,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Poza Rica de Hidalgo,1924,Q4_alta,3.4386821799736946,1,1,2,4,5,8,9
Farmacias Guadalajara,farmacia,DENUE_6704962,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,21.13535298,-101.71986392,Guanajuato,León,León de los Aldama,1754,Q4_alta,3.7267321140969414,1,1,1,1,3,5,12
Farmacias Guadalajara,farmacia,DENUE_6782313,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,21.1353521,-101.719828,Guanajuato,León,León de los Aldama,1754,Q4_alta,3.7267321140969414,1,1,1,1,3,5,12
Farmacias Guadalajara,farmacia,DENUE_6846488,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,16.75232109,-93.16189719,Chiapas,Tuxtla Gutiérrez,Tuxtla Gutiérrez,1527,Q4_alta,3.947027270840917,1,1,3,3,5,10,15
Farmacias Guadalajara,farmacia,DENUE_9276530,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,16.75231732,-93.16186033,Chiapas,Tuxtla Gutiérrez,Tuxtla Gutiérrez,1527,Q4_alta,3.947027270840917,1,1,3,3,5,10,15
Farmacias Guadalajara,farmacia,DENUE_6292346,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,28.20213489,-105.47321546,Chihuahua,Delicias,Delicias,846,Q3_media_alta,4.043045387439076,1,1,1,1,1,2,3
Farmacias Guadalajara,farmacia,DENUE_9289355,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,28.20210915,-105.47318632,Chihuahua,Delicias,Delicias,846,Q3_media_alta,4.043045387439076,1,1,1,1,1,2,3
Farmacias Guadalajara,farmacia,DENUE_6402906,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,26.01523022,-98.24343943,Tamaulipas,Reynosa,Reynosa,911,Q3_media_alta,4.131114149904223,1,1,1,1,2,3,5
Farmacias Guadalajara,farmacia,DENUE_8967399,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,26.01519337,-98.24344469,Tamaulipas,Reynosa,Reynosa,911,Q3_media_alta,4.131114149904223,1,1,1,1,2,3,5
Farmacias Guadalajara,farmacia,DENUE_6337397,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.63488651,-103.4262366,Jalisco,Zapopan,Zapopan,1417,Q3_media_alta,4.658218066132857,1,1,2,2,5,7,16
Farmacias Guadalajara,farmacia,DENUE_6337992,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.63491059,-103.42627323,Jalisco,Zapopan,Zapopan,1417,Q3_media_alta,4.658218066132857,1,1,2,2,5,7,16
Farmacias Guadalajara,farmacia,DENUE_6371082,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,25.7036273,-100.24659334,Nuevo León,Guadalupe,Guadalupe,1017,Q3_media_alta,5.250553791494756,1,1,1,1,1,2,7
Farmacias Guadalajara,farmacia,DENUE_6708061,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,25.70358009,-100.2465923,Nuevo León,Guadalupe,Guadalupe,1017,Q3_media_alta,5.250553791494756,1,1,1,1,1,2,7
Farmacias Guadalajara,farmacia,DENUE_6765133,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.70611141,-103.32537399,Jalisco,Guadalajara,Guadalajara,2010,Q4_alta,5.351107601805661,1,1,1,1,4,9,17
Farmacias Guadalajara,farmacia,DENUE_8967276,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.70615432,-103.3253507,Jalisco,Guadalajara,Guadalajara,2010,Q4_alta,5.351107601805661,1,1,1,1,4,9,17
Farmacias Guadalajara,farmacia,DENUE_6331457,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,21.15160585,-101.67286651,Guanajuato,León,León de los Aldama,2055,Q4_alta,5.75415633216764,2,2,3,3,7,9,22
Farmacias Guadalajara,farmacia,DENUE_6332958,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,21.15159137,-101.67281324,Guanajuato,León,León de los Aldama,2055,Q4_alta,5.75415633216764,2,2,3,3,7,9,22
Farmacias Guadalajara,farmacia,DENUE_6391075,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,24.81773457,-107.4399746,Sinaloa,Culiacán,Culiacán Rosales,815,Q3_media_alta,6.181902803357202,1,1,1,1,3,5,7
Farmacias Guadalajara,farmacia,DENUE_9453032,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,24.81769725,-107.44002,Sinaloa,Culiacán,Culiacán Rosales,645,Q2_media_baja,6.181902803357202,1,1,1,1,3,5,7
Farmacias Guadalajara,farmacia,DENUE_12329409,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,25.51249204,-103.35624828,Coahuila de Zaragoza,Torreón,Torreón,567,Q2_media_baja,6.260074904539718,1,1,1,1,1,1,1
Farmacias Guadalajara,farmacia,DENUE_6301855,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,25.51254833,-103.35624934,Coahuila de Zaragoza,Torreón,Torreón,567,Q2_media_baja,6.260074904539718,1,1,1,1,1,1,1
Farmacias Guadalajara,farmacia,DENUE_6301468,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,25.46922928,-100.9727548,Coahuila de Zaragoza,Saltillo,Saltillo,1114,Q3_media_alta,6.637526869362597,1,1,1,1,3,4,7
Farmacias Guadalajara,farmacia,DENUE_6302196,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,25.46919262,-100.97270262,Coahuila de Zaragoza,Saltillo,Saltillo,1114,Q3_media_alta,6.637526869362597,1,1,1,1,3,4,7
Farmacias Guadalajara,farmacia,DENUE_6418251,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,21.00994324,-100.38899678,Guanajuato,San José Iturbide,San José Iturbide,914,Q3_media_alta,6.69941742751372,1,1,1,1,2,2,2
Farmacias Guadalajara,farmacia,DENUE_9458896,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,21.01000124,-100.38897931,Guanajuato,San José Iturbide,San José Iturbide,559,Q2_media_baja,6.69941742751372,1,1,1,1,2,2,2
Farmacias Guadalajara,farmacia,DENUE_6709618,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.72590705,-103.45717543,Jalisco,Zapopan,Zapopan,317,Q1_baja,6.897288105109902,1,1,2,3,3,5,5
Farmacias Guadalajara,farmacia,DENUE_6782197,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,20.72585977,-103.4571325,Jalisco,Zapopan,Zapopan,317,Q1_baja,6.897288105109902,1,1,2,3,3,5,5
Farmacias Guadalajara,farmacia,DENUE_6336195,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,19.7772238,-98.58009882,Hidalgo,Tepeapulco,Fray Bernardino de Sahagún (Ciudad Sahagún),643,Q2_media_baja,7.4345834696473645,1,1,1,1,1,1,2
Farmacias Guadalajara,farmacia,DENUE_8102725,FARMACIA GUADALAJARA,farmacia,seen_prod_denue,19.77722334,-98.58002777,Hidalgo,Tepeapulco,Fray Bernardino de Sahagún (Ciudad Sahagún),643,Q2_media_baja,7.4345834696473645,1,1,1,1,1,1,2
Farmacias Guadalajara,farmacia,DENUE_9392397,FARMACIAS GUADALAJARA,farmacia,seen_prod_denue,17.97927492,-92.97568,Tabasco,Centro,Villahermosa,856,Q3_media_alta,7.567596159211131,1,1,1,1,2,3,5
