brand,archetype,state,municipality,locality,n,n_with_nn,nn_p10_m,nn_p25_m,nn_p50_m,nn_p75_m,nn_p90_m,nn_mean_m,mean_sisters_within_250m,pct_with_any_sister_within_250m,mean_sisters_within_500m,pct_with_any_sister_within_500m,mean_sisters_within_800m,pct_with_any_sister_within_800m,mean_sisters_within_1000m,pct_with_any_sister_within_1000m,mean_sisters_within_1500m,pct_with_any_sister_within_1500m,mean_sisters_within_2000m,pct_with_any_sister_within_2000m,mean_sisters_within_3000m,pct_with_any_sister_within_3000m,pct_nn_le_10m,pct_nn_le_25m,pct_nn_le_60m,profile_sample_n_ge_30
Farmacias Guadalajara,farmacia,Coahuila de Zaragoza,Torreón,Torreón,37,37,236.91176200340942,606.657755176354,879.9951278012103,1229.371010762659,1655.9873736540926,937.8744172773551,0.10810810810810811,10.81081081081081,0.16216216216216217,16.216216216216218,0.4864864864864865,45.945945945945944,0.7027027027027027,59.45945945945946,2.054054054054054,83.78378378378379,3.5675675675675675,97.29729729729729,7.891891891891892,100.0,10.81081081081081,10.81081081081081,10.81081081081081,YES
Farmacias Guadalajara,farmacia,Chiapas,Tuxtla Gutiérrez,Tuxtla Gutiérrez,36,36,140.14379599446008,532.5087642315368,723.3348044294245,1030.8710569920022,1192.0452040948308,861.6636384553971,0.1111111111111111,11.11111111111111,0.2222222222222222,22.22222222222222,0.8888888888888888,58.333333333333336,1.6666666666666667,72.22222222222223,3.888888888888889,94.44444444444444,6.277777777777778,94.44444444444444,11.444444444444445,97.22222222222223,5.555555555555555,11.11111111111111,11.11111111111111,YES
Farmacias Guadalajara,farmacia,Michoacán de Ocampo,Morelia,Morelia,35,35,542.687770321078,703.3011066545944,816.1906350309741,1527.7557428459409,2133.8855871540372,1115.6520815705983,0.05714285714285714,5.714285714285714,0.11428571428571428,11.428571428571429,0.6285714285714286,45.714285714285715,1.2571428571428571,65.71428571428571,2.1142857142857143,74.28571428571429,4.285714285714286,88.57142857142857,9.0,97.14285714285714,0.0,0.0,0.0,YES
Farmacias Guadalajara,farmacia,Nuevo León,Guadalupe,Guadalupe,35,35,72.20387318008957,510.5971651669536,962.1197090292472,1053.14488302571,1330.5166186759247,816.6621801644827,0.17142857142857143,17.142857142857142,0.22857142857142856,22.857142857142858,0.42857142857142855,42.857142857142854,0.9714285714285714,65.71428571428571,1.9428571428571428,94.28571428571429,3.6285714285714286,100.0,7.828571428571428,100.0,5.714285714285714,11.428571428571429,11.428571428571429,YES
Farmacias Guadalajara,farmacia,Coahuila de Zaragoza,Saltillo,Saltillo,30,30,450.61225975803654,609.95593326576,946.1848290877689,1615.378307657945,2033.714458415201,1127.2532560133852,0.06666666666666667,6.666666666666667,0.2,20.0,0.3333333333333333,33.333333333333336,0.5333333333333333,53.333333333333336,1.2666666666666666,70.0,2.6,86.66666666666667,5.733333333333333,100.0,6.666666666666667,6.666666666666667,6.666666666666667,YES
Farmacias Guadalajara,farmacia,Nuevo León,Apodaca,Ciudad Apodaca,29,29,14.868086048867909,707.8695192329346,771.8915969520673,1367.2437172935001,1711.0522116465393,976.2292081076178,0.13793103448275862,13.793103448275861,0.13793103448275862,13.793103448275861,0.7241379310344828,51.724137931034484,1.0689655172413792,58.62068965517241,2.413793103448276,79.3103448275862,3.6206896551724137,93.10344827586206,8.758620689655173,100.0,0.0,13.793103448275861,13.793103448275861,NO
Farmacias Guadalajara,farmacia,Guanajuato,Irapuato,Irapuato,28,28,144.93474740644768,441.2072524209527,631.4545061499944,954.3509992520646,1163.7857388562456,691.6383970204317,0.14285714285714285,14.285714285714286,0.5,35.714285714285715,1.1428571428571428,60.714285714285715,1.7857142857142858,78.57142857142857,4.857142857142857,96.42857142857143,8.071428571428571,100.0,15.285714285714286,100.0,0.0,7.142857142857143,7.142857142857143,NO
Farmacias Guadalajara,farmacia,Morelos,Cuernavaca,Cuernavaca,28,28,23.77382954178299,698.5120444111893,772.3323301048762,1046.4366819787701,1151.456734603835,843.556044164743,0.14285714285714285,14.285714285714286,0.14285714285714285,14.285714285714286,0.8571428571428571,53.57142857142857,1.3571428571428572,64.28571428571429,3.0,92.85714285714286,4.642857142857143,96.42857142857143,10.214285714285714,100.0,7.142857142857143,14.285714285714286,14.285714285714286,NO
Farmacias Guadalajara,farmacia,Durango,Durango,Victoria de Durango,27,27,663.2898134780378,992.3859723104827,1208.3661194274437,1480.316797339322,1878.3849966439411,1187.537713733068,0.07407407407407407,7.407407407407407,0.07407407407407407,7.407407407407407,0.2222222222222222,22.22222222222222,0.2962962962962963,29.62962962962963,1.2592592592592593,74.07407407407408,2.814814814814815,88.88888888888889,6.444444444444445,100.0,7.407407407407407,7.407407407407407,7.407407407407407,NO
Farmacias Guadalajara,farmacia,Veracruz de Ignacio de la Llave,Veracruz,Veracruz,27,27,300.905354750491,556.9362382257787,746.6315645897353,900.1746824604791,1265.477340334004,777.5919747270067,0.07407407407407407,7.407407407407407,0.2222222222222222,22.22222222222222,1.1111111111111112,59.25925925925926,1.7037037037037037,81.48148148148148,3.5185185185185186,92.5925925925926,5.444444444444445,96.29629629629629,11.407407407407407,100.0,7.407407407407407,7.407407407407407,7.407407407407407,NO
Farmacias Guadalajara,farmacia,Chihuahua,Juárez,Juárez,26,26,41.079126802737704,892.1757579883075,1372.7181330711967,2138.7383083311697,3196.722031065893,1498.763768459391,0.15384615384615385,15.384615384615385,0.23076923076923078,23.076923076923077,0.23076923076923078,23.076923076923077,0.46153846153846156,42.30769230769231,0.8461538461538461,53.84615384615385,1.3076923076923077,69.23076923076923,2.6153846153846154,84.61538461538461,7.6923076923076925,7.6923076923076925,15.384615384615385,NO
Farmacias Guadalajara,farmacia,Quintana Roo,Benito Juárez,Cancún,26,26,438.61811530323234,718.8002180449805,1099.981572498185,1730.7098063384046,2350.659693524869,1455.8765358824771,0.07692307692307693,7.6923076923076925,0.15384615384615385,15.384615384615385,0.46153846153846156,26.923076923076923,0.9230769230769231,46.15384615384615,1.5384615384615385,69.23076923076923,2.3076923076923075,80.76923076923077,4.846153846153846,96.15384615384616,7.6923076923076925,7.6923076923076925,7.6923076923076925,NO
Farmacias Guadalajara,farmacia,Baja California,Mexicali,Mexicali,25,25,705.6241379932229,892.3732474438146,1219.2275899821034,1643.4464698842114,2360.1727769083072,1373.5486931644157,0.0,0.0,0.08,8.0,0.16,16.0,0.48,44.0,0.88,72.0,1.44,76.0,3.36,96.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Tamaulipas,Matamoros,Heroica Matamoros,25,25,78.40341321385262,602.25060888138,938.1880439502959,1097.622318243167,1187.2005723002776,829.442088426347,0.16,16.0,0.16,16.0,0.64,48.0,0.88,56.0,2.72,96.0,3.92,96.0,7.84,100.0,0.0,8.0,8.0,NO
Farmacias Guadalajara,farmacia,Baja California,Tijuana,Tijuana,24,24,1079.2409784576748,1132.2120621032298,1924.0946235876875,2656.968320985117,3742.9999109504092,2451.4169783001907,0.08333333333333333,8.333333333333334,0.08333333333333333,8.333333333333334,0.08333333333333333,8.333333333333334,0.08333333333333333,8.333333333333334,0.5,45.833333333333336,0.6666666666666666,54.166666666666664,2.1666666666666665,83.33333333333333,8.333333333333334,8.333333333333334,8.333333333333334,NO
Farmacias Guadalajara,farmacia,Guanajuato,Celaya,Celaya,22,22,124.59933281654489,445.9284681207436,676.1840700592494,946.8316037253376,1239.4763236805024,733.2381404048539,0.18181818181818182,18.181818181818183,0.2727272727272727,27.272727272727273,0.7272727272727273,59.09090909090909,1.0909090909090908,77.27272727272727,2.272727272727273,95.45454545454545,3.909090909090909,100.0,7.636363636363637,100.0,0.0,9.090909090909092,9.090909090909092,NO
Farmacias Guadalajara,farmacia,Sinaloa,Mazatlán,Mazatlán,22,22,108.84179476543706,315.0732879948662,1144.4084248448235,2054.5516540833623,2257.2648280230537,1237.180978354991,0.2727272727272727,27.272727272727273,0.2727272727272727,27.272727272727273,0.36363636363636365,31.818181818181817,0.7272727272727273,45.45454545454545,1.5454545454545454,63.63636363636363,2.1818181818181817,72.72727272727273,5.363636363636363,100.0,0.0,0.0,9.090909090909092,NO
Farmacias Guadalajara,farmacia,Tamaulipas,Nuevo Laredo,Nuevo Laredo,22,22,446.8838675903592,510.824804965753,884.4058992176292,1592.6561101990874,1759.284758550783,1011.0929046722339,0.09090909090909091,9.090909090909092,0.2727272727272727,22.727272727272727,0.9090909090909091,45.45454545454545,1.5454545454545454,59.09090909090909,3.6363636363636362,72.72727272727273,5.7272727272727275,90.9090909090909,9.454545454545455,100.0,0.0,0.0,9.090909090909092,NO
Farmacias Guadalajara,farmacia,Tabasco,Centro,Villahermosa,21,21,302.44996847372016,318.50416786147196,603.689959706368,789.3211121388051,1297.7896486594643,717.1935318175906,0.09523809523809523,9.523809523809524,0.47619047619047616,42.857142857142854,1.1428571428571428,76.19047619047619,1.5238095238095237,85.71428571428571,3.238095238095238,90.47619047619048,6.428571428571429,90.47619047619048,10.857142857142858,100.0,9.523809523809524,9.523809523809524,9.523809523809524,NO
Farmacias Guadalajara,farmacia,Jalisco,Puerto Vallarta,Puerto Vallarta,20,20,260.09942899832424,267.4132591086146,508.1930300058318,755.0722511322907,1011.855794181732,668.9299910717252,0.1,10.0,0.7,50.0,1.8,80.0,2.6,90.0,4.9,95.0,6.9,95.0,10.7,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Nuevo León,San Nicolás de los Garza,San Nicolás de los Garza,20,20,491.3754085049031,763.4363086407682,817.7162932016989,1036.1188507274965,1304.7892835230427,866.6199359783595,0.1,10.0,0.1,10.0,0.7,50.0,1.05,65.0,2.8,95.0,5.5,100.0,10.7,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Sonora,Cajeme,Ciudad Obregón,20,20,2.9420104735346326,9.955387650453368,805.4200137080264,1275.8685632914821,1434.3095580135873,755.463903340605,0.4,40.0,0.4,40.0,1.0,45.0,2.0,65.0,3.6,90.0,6.4,95.0,10.6,100.0,30.0,30.0,30.0,NO
Farmacias Guadalajara,farmacia,Veracruz de Ignacio de la Llave,Xalapa,Xalapa-Enríquez,20,20,621.3141636963045,874.9941432706878,898.1695693684073,1034.143647121603,1571.329347973754,981.6529208384081,0.0,0.0,0.1,10.0,0.2,20.0,0.8,65.0,2.1,85.0,3.85,100.0,7.7,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Hidalgo,Pachuca de Soto,Pachuca de Soto,18,18,200.78823236279584,462.71853131159685,759.2066643129965,1204.0808535059025,1559.6771880001065,816.8696271823794,0.1111111111111111,11.11111111111111,0.4444444444444444,38.888888888888886,1.0555555555555556,61.111111111111114,1.5,66.66666666666667,2.3333333333333335,88.88888888888889,4.166666666666667,100.0,8.833333333333334,100.0,11.11111111111111,11.11111111111111,11.11111111111111,NO
Farmacias Guadalajara,farmacia,Jalisco,San Pedro Tlaquepaque,Tlaquepaque,18,18,337.3394693337483,762.9663371198396,1085.3355158248796,1236.4005490681147,1811.4599390259023,1075.0245696846312,0.1111111111111111,11.11111111111111,0.2222222222222222,22.22222222222222,0.3333333333333333,33.333333333333336,0.5,38.888888888888886,1.2222222222222223,88.88888888888889,2.888888888888889,88.88888888888889,7.055555555555555,100.0,0.0,0.0,11.11111111111111,NO
