brand,archetype,state,municipality,locality,n,n_with_nn,nn_p10_m,nn_p25_m,nn_p50_m,nn_p75_m,nn_p90_m,nn_mean_m,mean_sisters_within_250m,pct_with_any_sister_within_250m,mean_sisters_within_500m,pct_with_any_sister_within_500m,mean_sisters_within_800m,pct_with_any_sister_within_800m,mean_sisters_within_1000m,pct_with_any_sister_within_1000m,mean_sisters_within_1500m,pct_with_any_sister_within_1500m,mean_sisters_within_2000m,pct_with_any_sister_within_2000m,mean_sisters_within_3000m,pct_with_any_sister_within_3000m,pct_nn_le_10m,pct_nn_le_25m,pct_nn_le_60m,profile_sample_n_ge_30
Farmacias Guadalajara,farmacia,Tamaulipas,Victoria,Ciudad Victoria,18,18,538.5878826291457,690.9521047505476,719.6580001643761,1267.5876470308756,1524.4948414976493,949.5922471925072,0.0,0.0,0.1111111111111111,11.11111111111111,0.8888888888888888,61.111111111111114,1.0,66.66666666666667,2.7777777777777777,88.88888888888889,4.666666666666667,100.0,8.777777777777779,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,México,Ecatepec de Morelos,Ecatepec de Morelos,17,17,25.686735693045893,35.964401830876604,616.4562506387953,2139.3102477500115,2357.1104193571173,1147.202853749749,0.47058823529411764,29.41176470588235,0.5882352941176471,35.294117647058826,1.0588235294117647,52.94117647058823,1.0588235294117647,52.94117647058823,1.5294117647058822,64.70588235294117,2.176470588235294,70.58823529411765,4.882352941176471,94.11764705882354,0.0,11.764705882352942,29.41176470588235,NO
Farmacias Guadalajara,farmacia,México,Toluca,Toluca de Lerdo,17,17,64.98070264784032,200.23042280952717,389.67631701466536,779.4525570842246,1699.098809302135,659.6476288736601,0.47058823529411764,41.1764705882353,0.7058823529411765,52.94117647058823,2.176470588235294,76.47058823529412,2.6470588235294117,76.47058823529412,5.470588235294118,82.3529411764706,9.117647058823529,94.11764705882354,13.352941176470589,100.0,0.0,0.0,11.764705882352942,NO
Farmacias Guadalajara,farmacia,Nuevo León,General Escobedo,Ciudad General Escobedo,17,17,221.9968273656139,753.351998173561,1085.515757399707,1205.613402193553,1823.984145829495,1022.3804112167946,0.11764705882352941,11.764705882352942,0.23529411764705882,23.529411764705884,0.47058823529411764,47.05882352941177,0.47058823529411764,47.05882352941177,2.7058823529411766,88.23529411764706,4.470588235294118,88.23529411764706,9.294117647058824,100.0,0.0,11.764705882352942,11.764705882352942,NO
Farmacias Guadalajara,farmacia,Ciudad de México,Cuauhtémoc,Cuauhtémoc,16,16,433.4456802178669,542.0282983722215,870.3152073410961,1024.7925880541084,1122.117025885145,793.2892484124635,0.0,0.0,0.125,12.5,0.625,43.75,1.0,62.5,3.5625,100.0,5.1875,100.0,10.25,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Guerrero,Acapulco de Juárez,Acapulco de Juárez,16,16,48.6699250250164,204.4007212397124,448.3562571657507,1123.0260461828893,2101.5036027079464,775.7057115213918,0.375,37.5,0.5,50.0,0.875,62.5,0.875,62.5,1.875,81.25,3.25,81.25,4.75,100.0,0.0,0.0,12.5,NO
Farmacias Guadalajara,farmacia,Ciudad de México,Iztapalapa,Iztapalapa,15,15,13.313098755916068,217.72340517034334,810.0286068810441,1634.3842405468606,1903.328148231285,945.9711409151441,0.26666666666666666,26.666666666666668,0.4,40.0,0.5333333333333333,46.666666666666664,0.9333333333333333,60.0,1.2,66.66666666666667,1.8666666666666667,93.33333333333333,4.0,100.0,13.333333333333334,13.333333333333334,26.666666666666668,NO
Farmacias Guadalajara,farmacia,Colima,Colima,Colima,14,14,188.98932701340738,501.8999281509718,818.7186288244255,957.7830508209934,1126.9628910054676,737.061887787586,0.2857142857142857,21.428571428571427,0.42857142857142855,21.428571428571427,0.7142857142857143,42.857142857142854,1.4285714285714286,78.57142857142857,3.4285714285714284,100.0,6.214285714285714,100.0,10.785714285714286,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Nayarit,Tepic,Tepic,14,14,306.62825843290534,460.4836172485682,753.5746231602493,1176.7963975777382,1966.2550217363955,1012.7671231945733,0.14285714285714285,14.285714285714286,0.42857142857142855,35.714285714285715,0.7142857142857143,50.0,0.8571428571428571,57.142857142857146,2.142857142857143,78.57142857142857,3.0,92.85714285714286,5.5,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Tamaulipas,Ciudad Madero,Ciudad Madero,14,14,568.7159683669958,604.7924250698906,729.8770424930415,922.1325184602101,1127.7002306151362,816.6247074138954,0.0,0.0,0.0,0.0,0.8571428571428571,64.28571428571429,1.2142857142857142,78.57142857142857,3.142857142857143,92.85714285714286,5.642857142857143,100.0,11.5,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Tamaulipas,Tampico,Tampico,14,14,245.06821700816278,765.0330423539995,889.6301770198015,1498.8036078417745,1754.6300671811582,1013.7448894987587,0.14285714285714285,14.285714285714286,0.14285714285714285,14.285714285714286,0.5,50.0,0.7142857142857143,57.142857142857146,1.3571428571428572,71.42857142857143,3.357142857142857,100.0,7.285714285714286,100.0,0.0,14.285714285714286,14.285714285714286,NO
Farmacias Guadalajara,farmacia,Ciudad de México,Tlalpan,Tlalpan,13,13,753.5320164397103,782.0763828252555,994.3598182403618,1451.2550216146326,2452.024522506894,1400.2771119823442,0.0,0.0,0.0,0.0,0.3076923076923077,30.76923076923077,0.7692307692307693,53.84615384615385,1.5384615384615385,84.61538461538461,2.3846153846153846,84.61538461538461,3.6923076923076925,92.3076923076923,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Durango,Gómez Palacio,Gómez Palacio,13,13,473.76541829670055,1038.2051885198343,1149.758101301561,1347.9768488960724,1497.991854766029,1094.4935050084791,0.0,0.0,0.15384615384615385,15.384615384615385,0.3076923076923077,23.076923076923077,0.3076923076923077,23.076923076923077,2.1538461538461537,84.61538461538461,3.6923076923076925,100.0,6.230769230769231,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,Poza Rica de Hidalgo,13,13,72.5480399891098,348.9854712256539,800.0718622910173,1029.1999171594134,1187.7969240898558,861.1106854309263,0.15384615384615385,15.384615384615385,0.3076923076923077,30.76923076923077,0.7692307692307693,46.15384615384615,1.5384615384615385,69.23076923076923,3.230769230769231,92.3076923076923,4.769230769230769,92.3076923076923,7.846153846153846,92.3076923076923,15.384615384615385,15.384615384615385,15.384615384615385,NO
Farmacias Guadalajara,farmacia,Campeche,Campeche,San Francisco de Campeche,12,12,801.3244539957948,851.1087711929763,1300.5339274330238,1423.976995632088,1461.6653757983713,1202.6609318096373,0.0,0.0,0.0,0.0,0.16666666666666666,16.666666666666668,0.3333333333333333,33.333333333333336,1.6666666666666667,91.66666666666667,2.3333333333333335,100.0,5.0,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Coahuila de Zaragoza,Piedras Negras,Piedras Negras,12,12,66.84178307975884,514.5372454223487,769.9693745854056,1238.2794344581825,1516.9656607834258,879.8996255626066,0.16666666666666666,16.666666666666668,0.16666666666666666,16.666666666666668,0.6666666666666666,58.333333333333336,0.8333333333333334,66.66666666666667,1.8333333333333333,83.33333333333333,3.0,91.66666666666667,6.5,100.0,0.0,16.666666666666668,16.666666666666668,NO
Farmacias Guadalajara,farmacia,Querétaro,Corregidora,El Pueblito,12,12,720.5027472751644,774.2987882200621,1003.225101278408,1130.1500349177104,1290.9914788276506,1136.5385031517994,0.0,0.0,0.0,0.0,0.4166666666666667,41.666666666666664,0.5,41.666666666666664,2.4166666666666665,91.66666666666667,4.333333333333333,91.66666666666667,7.916666666666667,91.66666666666667,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Querétaro,San Juan del Río,San Juan del Río,12,12,35.82071686268123,455.8438942715528,850.4770756243028,1077.6204337965855,1140.6591672729764,727.7355050694068,0.16666666666666666,16.666666666666668,0.6666666666666666,33.333333333333336,1.5,50.0,2.3333333333333335,66.66666666666667,3.5,100.0,4.666666666666667,100.0,6.833333333333333,100.0,16.666666666666668,16.666666666666668,16.666666666666668,NO
Farmacias Guadalajara,farmacia,Sinaloa,Ahome,Los Mochis,12,12,74.61609985452458,527.9475859348271,834.9568899819807,1383.8339735671502,1543.2341606107898,890.1861151915651,0.16666666666666666,16.666666666666668,0.16666666666666666,16.666666666666668,0.3333333333333333,33.333333333333336,1.0,66.66666666666667,1.6666666666666667,75.0,4.0,100.0,5.333333333333333,100.0,0.0,16.666666666666668,16.666666666666668,NO
Farmacias Guadalajara,farmacia,Veracruz de Ignacio de la Llave,Coatzacoalcos,Coatzacoalcos,12,12,70.82104541757663,704.9953559105171,859.8787226560024,1281.4691203018554,1455.7210395069685,911.46824147054,0.16666666666666666,16.666666666666668,0.16666666666666666,16.666666666666668,0.5,41.666666666666664,0.6666666666666666,58.333333333333336,1.3333333333333333,91.66666666666667,2.5,100.0,5.333333333333333,100.0,16.666666666666668,16.666666666666668,16.666666666666668,NO
Farmacias Guadalajara,farmacia,Veracruz de Ignacio de la Llave,Córdoba,Córdoba,12,12,85.58923338325343,134.30302844832747,402.10078250872346,558.0128713694812,943.8208883103996,503.28471215048717,0.3333333333333333,33.333333333333336,1.3333333333333333,66.66666666666667,2.0,83.33333333333333,3.0,91.66666666666667,5.0,91.66666666666667,5.416666666666667,100.0,8.583333333333334,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Veracruz de Ignacio de la Llave,Orizaba,Orizaba,12,12,316.04202184082,445.8867760488265,651.3494615978333,810.0340328082151,1021.8076452844342,668.1665290119902,0.0,0.0,0.4166666666666667,41.666666666666664,0.9166666666666666,75.0,1.75,83.33333333333333,4.333333333333333,100.0,6.833333333333333,100.0,10.916666666666666,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Guanajuato,Salamanca,Salamanca,11,11,372.20563118352493,702.5095858704112,1032.1730718125514,1516.825463899333,1663.808901593469,1086.475814628931,0.0,0.0,0.18181818181818182,18.181818181818183,0.7272727272727273,36.36363636363637,1.0909090909090908,45.45454545454545,2.3636363636363638,72.72727272727273,4.090909090909091,100.0,7.545454545454546,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,México,Tecámac,Ojo de Agua,11,11,51.44859685659784,568.8346127464425,721.0824806202381,1495.003673230804,2060.8262394371905,1004.8439651711479,0.18181818181818182,18.181818181818183,0.36363636363636365,18.181818181818183,0.9090909090909091,54.54545454545455,1.0909090909090908,54.54545454545455,1.6363636363636365,72.72727272727273,3.0,81.81818181818181,6.454545454545454,100.0,0.0,0.0,18.181818181818183,NO
Farmacias Guadalajara,farmacia,San Luis Potosí,Soledad de Graciano Sánchez,Soledad de Graciano Sánchez,11,11,639.4442180714765,922.3133626200981,1212.2588274211598,1539.085521425734,1650.6720174261961,1274.7815488991153,0.0,0.0,0.0,0.0,0.36363636363636365,27.272727272727273,0.36363636363636365,27.272727272727273,1.5454545454545454,72.72727272727273,3.272727272727273,90.9090909090909,7.545454545454546,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Chiapas,Tapachula,Tapachula de Córdova y Ordóñez,10,10,168.85725416647446,405.18024511664805,447.3144946679927,876.5887070670833,1287.6125364612667,643.356490415588,0.2,20.0,1.0,60.0,1.6,60.0,2.2,80.0,4.8,100.0,7.0,100.0,8.8,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Ciudad de México,Gustavo A. Madero,Gustavo A. Madero,10,10,672.0224061430453,711.0265977595291,923.4467852722034,1258.3640832715173,1655.8205293142892,1082.587230179333,0.0,0.0,0.0,0.0,0.4,40.0,0.8,70.0,1.2,80.0,1.6,90.0,3.5,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Jalisco,Tonalá,Tonalá,10,10,242.93416862689966,318.30972541877844,790.775574722939,1033.5146435698055,1543.3174764061794,939.6223397876065,0.2,20.0,0.4,40.0,0.6,50.0,1.0,60.0,2.6,90.0,4.5,90.0,9.4,90.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Michoacán de Ocampo,Zamora,Zamora de Hidalgo,10,10,438.64473023114044,504.9799982967252,950.9778538741677,1197.0742666734727,1668.7126583551112,1023.7449560614486,0.0,0.0,0.4,30.0,0.8,40.0,1.4,50.0,2.8,80.0,4.6,90.0,7.3,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,México,Tlalnepantla de Baz,Tlalnepantla,10,10,236.0368163243581,245.62726801795833,849.0612047493771,1333.0533283119753,1359.998258036979,809.7955394790923,0.4,40.0,0.6,50.0,0.8,50.0,0.8,50.0,2.0,100.0,3.4,100.0,6.5,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Nuevo León,Santa Catarina,Ciudad Santa Catarina,10,10,598.7314132750473,1107.2682866030784,1509.0558021368483,1601.7344917962055,1683.3676833921916,1296.601471940615,0.0,0.0,0.0,0.0,0.2,20.0,0.2,20.0,0.4,40.0,1.7,100.0,3.6,100.0,0.0,0.0,0.0,NO
Farmacias Guadalajara,farmacia,Zacatecas,Guadalupe,Guadalupe,10,10,23.704623658371343,417.8640015283349,987.3546558187647,1085.5649054534474,1490.3652866351426,884.813942403466,0.2,20.0,0.6,30.0,0.8,40.0,1.0,50.0,2.6,90.0,3.8,90.0,6.6,100.0,0.0,20.0,20.0,NO
Farmacias Guadalajara,farmacia,Zacatecas,Zacatecas,Zacatecas,10,10,1.0981516858798845,189.6981569483502,559.9719467431396,1091.5754713300075,1144.0096073565867,607.4191030200931,0.4,40.0,1.4,50.0,1.8,60.0,2.6,70.0,4.8,100.0,6.0,100.0,6.4,100.0,20.0,20.0,20.0,NO
McDonald's,fast_food,Quintana Roo,Benito Juárez,Cancún,19,19,0.0,68.03526698778609,136.6325514738907,1628.2306198864276,4056.73260617045,1157.9601702057062,0.7368421052631579,57.89473684210526,0.7368421052631579,57.89473684210526,0.7368421052631579,57.89473684210526,0.8421052631578947,68.42105263157895,2.4210526315789473,73.6842105263158,3.789473684210526,84.21052631578948,6.0,84.21052631578948,15.789473684210526,15.789473684210526,26.31578947368421,NO
McDonald's,fast_food,Ciudad de México,Iztapalapa,Iztapalapa,15,15,0.0,0.0,15.031842070481279,1796.2299447375547,3168.769632250963,1055.1468627092995,1.6,60.0,1.6,60.0,1.6,60.0,2.1333333333333333,60.0,2.2666666666666666,66.66666666666667,3.2666666666666666,80.0,3.6666666666666665,86.66666666666667,33.333333333333336,53.333333333333336,53.333333333333336,NO
McDonald's,fast_food,Ciudad de México,Cuauhtémoc,Cuauhtémoc,13,13,258.070389366582,259.6772622370648,498.50283137957183,778.5886638350577,830.3556478413237,566.419471723099,0.0,0.0,0.8461538461538461,53.84615384615385,1.6153846153846154,84.61538461538461,2.076923076923077,92.3076923076923,3.6153846153846154,100.0,5.615384615384615,100.0,11.538461538461538,100.0,0.0,0.0,0.0,NO
McDonald's,fast_food,Guerrero,Acapulco de Juárez,Acapulco de Juárez,11,11,2.5197581590520803,4.271275551235349,1041.9344966854246,2412.383855577147,4702.7972793984745,1500.7556245484964,0.7272727272727273,45.45454545454545,0.7272727272727273,45.45454545454545,0.7272727272727273,45.45454545454545,0.7272727272727273,45.45454545454545,1.8181818181818181,63.63636363636363,1.8181818181818181,63.63636363636363,2.3636363636363638,81.81818181818181,36.36363636363637,36.36363636363637,36.36363636363637,NO
McDonald's,fast_food,Jalisco,Guadalajara,Guadalajara,11,11,625.8211495673186,1418.611601049875,2080.622487928701,2812.989200287209,2878.0923267579665,2111.421794642811,0.0,0.0,0.0,0.0,0.18181818181818182,18.181818181818183,0.18181818181818182,18.181818181818183,0.36363636363636365,36.36363636363637,0.36363636363636365,36.36363636363637,2.1818181818181817,90.9090909090909,0.0,0.0,0.0,NO
McDonald's,fast_food,Puebla,Puebla,Heroica Puebla de Zaragoza,11,11,1089.7508169459597,1142.1195621922905,1534.6692399367028,2578.508090632856,2979.597966280187,1832.783880926991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,45.45454545454545,1.0909090909090908,63.63636363636363,2.4545454545454546,90.9090909090909,0.0,0.0,0.0,NO
McDonald's,fast_food,Baja California,Tijuana,Tijuana,10,10,0.1499013717146646,318.804357180806,1725.3672340005505,2896.7674644365243,4790.926630291997,2136.6556257823877,0.2,20.0,0.4,40.0,0.4,40.0,0.4,40.0,0.4,40.0,1.6,70.0,1.8,70.0,20.0,20.0,20.0,NO
OXXO,conveniencia,Baja California,Tijuana,Tijuana,679,679,129.083679054433,220.25120710637603,338.0958444574586,459.22236471541214,575.8395769623841,355.01184998730935,0.5979381443298969,30.4860088365243,2.519882179675994,81.73784977908689,6.04860088365243,97.34904270986745,9.05301914580265,99.11634756995582,18.22238586156112,99.85272459499264,29.795287187039765,100.0,58.577319587628864,100.0,1.7673048600883652,2.9455081001472756,4.123711340206185,YES
OXXO,conveniencia,Nuevo León,Monterrey,Monterrey,531,531,43.12183526626463,127.0807405878534,282.5655944669029,381.61845030870785,517.283373090718,282.4049970611667,0.9096045197740112,44.25612052730697,3.7721280602636535,88.88888888888889,9.195856873822976,98.4934086629002,14.065913370998116,99.62335216572505,29.048964218455744,100.0,48.357815442561204,100.0,98.090395480226,100.0,3.766478342749529,5.649717514124294,13.182674199623353,YES
OXXO,conveniencia,Baja California,Mexicali,Mexicali,420,420,128.5946226826026,237.8305854104897,376.2001662494725,499.57770213147637,642.0923964417418,379.75600581924635,0.3333333333333333,26.904761904761905,1.480952380952381,75.47619047619048,4.195238095238095,97.85714285714286,6.5476190476190474,98.80952380952381,14.166666666666666,100.0,23.895238095238096,100.0,49.964285714285715,100.0,1.9047619047619047,1.9047619047619047,5.714285714285714,YES
OXXO,conveniencia,Chihuahua,Juárez,Juárez,400,400,183.9482289319957,321.852194256591,460.18641160132665,608.0165518984887,780.7621142394872,491.3415066230081,0.18,15.25,0.99,59.25,2.82,90.25,4.41,96.0,9.6,98.5,16.275,99.75,34.735,100.0,1.0,1.5,2.75,YES
OXXO,conveniencia,Chihuahua,Chihuahua,Chihuahua,363,363,193.66629152102098,304.65201165479334,437.4081894288192,585.7491419328627,792.8551922683555,480.7290024470605,0.20385674931129477,17.90633608815427,1.1322314049586777,64.46280991735537,3.484848484848485,90.08264462809917,5.380165289256198,95.59228650137742,11.652892561983471,98.89807162534436,19.49862258953168,99.17355371900827,39.710743801652896,100.0,1.6528925619834711,1.6528925619834711,3.3057851239669422,YES
OXXO,conveniencia,Puebla,Puebla,Heroica Puebla de Zaragoza,325,325,190.19808904285446,274.72084490407957,399.3099926292923,541.4294381031871,679.446727348057,426.14026369581575,0.27076923076923076,21.23076923076923,1.5815384615384616,69.84615384615384,4.44,94.46153846153847,6.852307692307693,99.38461538461539,15.31076923076923,99.6923076923077,26.033846153846152,100.0,55.738461538461536,100.0,1.2307692307692308,1.2307692307692308,1.2307692307692308,YES
OXXO,conveniencia,Sonora,Hermosillo,Hermosillo,318,318,158.6893658636387,313.2029516710159,415.88381306103895,524.0295331818529,654.3690950030887,426.1552565569832,0.18238993710691823,15.09433962264151,1.169811320754717,69.81132075471699,3.6855345911949686,96.85534591194968,5.817610062893082,99.05660377358491,12.783018867924529,99.68553459119497,21.91823899371069,99.68553459119497,47.07861635220126,100.0,2.5157232704402515,2.5157232704402515,5.660377358490566,YES
OXXO,conveniencia,Coahuila de Zaragoza,Saltillo,Saltillo,313,313,123.39580136440597,266.10069859569086,362.4538062966533,494.1444748210776,607.8727459434009,380.010907964745,0.30670926517571884,22.044728434504794,1.8083067092651757,75.39936102236422,4.73482428115016,98.08306709265176,7.6485623003194885,99.36102236421725,16.536741214057507,99.68051118210863,28.575079872204473,100.0,59.115015974440894,100.0,2.5559105431309903,3.194888178913738,5.111821086261981,YES
OXXO,conveniencia,Querétaro,Querétaro,Santiago de Querétaro,309,309,66.68115456166727,168.4846920648395,264.66289408382954,392.87410756454216,490.54909646657654,290.4972400911169,0.6440129449838188,45.954692556634306,2.6019417475728157,90.61488673139158,6.31715210355987,98.05825242718447,9.744336569579287,98.70550161812298,20.993527508090615,99.67637540453075,35.605177993527505,100.0,72.22977346278317,100.0,2.588996763754045,5.17799352750809,8.414239482200648,YES
OXXO,conveniencia,Yucatán,Mérida,Mérida,291,291,261.9770771544551,386.11848962732046,523.3686289017306,652.9433338853297,827.0850963527986,541.7968739308934,0.3161512027491409,9.965635738831615,1.2920962199312716,44.329896907216494,3.381443298969072,89.00343642611683,4.828178694158075,94.84536082474227,9.608247422680412,100.0,15.673539518900343,100.0,33.876288659793815,100.0,0.0,0.0,0.6872852233676976,YES
OXXO,conveniencia,Sinaloa,Culiacán,Culiacán Rosales,285,285,122.19362194724016,254.62109613205814,370.1035477566239,546.409022538254,696.0719424501768,411.2797141978106,0.3298245614035088,24.56140350877193,1.4,68.42105263157895,4.12280701754386,96.14035087719299,6.56140350877193,97.54385964912281,14.592982456140351,99.64912280701755,25.231578947368423,99.64912280701755,52.6,99.64912280701755,2.456140350877193,3.1578947368421053,6.315789473684211,YES
OXXO,conveniencia,Jalisco,Guadalajara,Guadalajara,281,281,150.50065513746992,223.65848637466922,349.9702325665026,480.1141652662848,614.7349607227677,373.87947372989635,0.3879003558718861,28.469750889679716,1.8790035587188612,77.93594306049822,4.889679715302491,97.15302491103203,7.854092526690391,99.28825622775801,17.256227758007118,100.0,30.505338078291814,100.0,65.2170818505338,100.0,0.0,0.0,2.1352313167259784,YES
OXXO,conveniencia,Jalisco,Zapopan,Zapopan,271,271,87.4350258433591,253.59657922943273,405.64365682386193,522.2507908418987,688.2353741281667,404.74947042047785,0.3173431734317343,24.723247232472325,1.3690036900369005,69.37269372693727,3.9483394833948338,95.20295202952029,6.047970479704797,97.7859778597786,13.597785977859779,100.0,23.387453874538746,100.0,49.38745387453874,100.0,1.4760147601476015,2.952029520295203,7.380073800738008,YES
OXXO,conveniencia,Guanajuato,León,León de los Aldama,265,265,134.3458994020212,256.09546564965615,422.93102493725587,587.0244316204346,770.2021100601517,455.06141917669726,0.3320754716981132,24.90566037735849,1.169811320754717,58.113207547169814,2.9584905660377356,90.94339622641509,4.433962264150943,95.84905660377359,9.720754716981132,99.62264150943396,17.19622641509434,100.0,36.20377358490566,100.0,2.2641509433962264,3.018867924528302,4.528301886792453,YES
OXXO,conveniencia,Guerrero,Acapulco de Juárez,Acapulco de Juárez,251,251,20.696077138125183,110.50074973447862,205.11802598047336,350.5247395807596,638.0539395624213,296.85012594867,1.0597609561752988,56.57370517928287,3.5617529880478087,85.65737051792829,7.569721115537849,94.42231075697211,10.701195219123505,96.81274900398407,20.41832669322709,98.40637450199203,30.97211155378486,98.80478087649402,50.55776892430279,100.0,6.374501992031872,11.155378486055778,17.529880478087648,YES
OXXO,conveniencia,Quintana Roo,Benito Juárez,Cancún,248,248,39.43505248608676,231.56960480013436,339.9446729750845,508.17737094251254,701.4472265333012,389.9136866045427,0.3790322580645161,29.838709677419356,2.0483870967741935,74.59677419354838,5.120967741935484,92.74193548387096,7.657258064516129,97.1774193548387,15.798387096774194,99.19354838709677,26.326612903225808,99.59677419354838,51.971774193548384,100.0,5.645161290322581,8.870967741935484,10.483870967741936,YES
OXXO,conveniencia,Ciudad de México,Cuauhtémoc,Cuauhtémoc,247,247,103.60430379215941,144.01617067791403,197.7069569445381,257.45689019573257,303.4070643434261,199.88436410017698,1.4210526315789473,73.6842105263158,6.684210526315789,100.0,16.93522267206478,100.0,26.37246963562753,100.0,57.987854251012145,100.0,98.65991902834008,100.0,199.31983805668017,100.0,1.6194331983805668,1.6194331983805668,2.42914979757085,YES
OXXO,conveniencia,Nuevo León,Guadalupe,Guadalupe,237,237,98.34688711546204,188.18149545156405,341.37410538893954,467.1830697853992,538.2443908511473,328.9759396577003,0.4092827004219409,32.06751054852321,1.7552742616033756,83.54430379746836,5.320675105485232,100.0,8.270042194092827,100.0,18.0210970464135,100.0,31.59493670886076,100.0,67.37552742616033,100.0,0.0,1.6877637130801688,5.485232067510548,YES
OXXO,conveniencia,Aguascalientes,Aguascalientes,Aguascalientes,225,225,95.91298106789387,212.4393459476158,375.1487137605583,530.5692660867591,722.5136291986059,395.3725754935714,0.6444444444444445,32.0,1.8711111111111112,70.22222222222223,4.431111111111111,92.0,6.835555555555556,97.33333333333333,13.724444444444444,100.0,23.413333333333334,100.0,47.577777777777776,100.0,3.111111111111111,3.111111111111111,7.555555555555555,YES
OXXO,conveniencia,San Luis Potosí,San Luis Potosí,San Luis Potosí,216,216,152.4457687513996,243.39060053550634,362.42485417831375,485.4258256711274,612.1606801552502,382.14271243570573,0.3888888888888889,26.85185185185185,1.7962962962962963,77.31481481481481,4.925925925925926,96.75925925925925,7.277777777777778,98.14814814814815,15.662037037037036,100.0,26.61111111111111,100.0,55.7962962962963,100.0,0.0,0.0,2.7777777777777777,YES
OXXO,conveniencia,Tamaulipas,Nuevo Laredo,Nuevo Laredo,214,214,92.74625444369246,231.65671774569316,364.17513105542474,472.605673172754,667.3076134933776,385.068739219085,0.3177570093457944,26.16822429906542,1.8130841121495327,78.03738317757009,4.981308411214953,95.32710280373831,7.457943925233645,97.19626168224299,16.401869158878505,99.53271028037383,27.53271028037383,100.0,54.02336448598131,100.0,1.8691588785046729,7.4766355140186915,7.4766355140186915,YES
OXXO,conveniencia,Tamaulipas,Matamoros,Heroica Matamoros,210,210,128.97350773733325,259.7382131930932,403.0145910054274,511.32401693056806,603.0655344339849,397.26975794706726,0.2761904761904762,24.285714285714285,1.5047619047619047,73.33333333333333,4.542857142857143,98.57142857142857,7.247619047619048,99.04761904761905,15.719047619047618,99.04761904761905,26.347619047619048,99.52380952380952,53.023809523809526,100.0,2.857142857142857,4.761904761904762,7.619047619047619,YES
OXXO,conveniencia,Coahuila de Zaragoza,Torreón,Torreón,207,207,158.70474651015968,294.4581274962214,423.6872010669306,566.0798339113496,739.5890908315421,442.6648569014856,0.1932367149758454,17.391304347826086,1.1690821256038648,62.80193236714976,3.2753623188405796,92.27053140096618,5.106280193236715,97.10144927536231,10.603864734299517,99.51690821256038,18.06280193236715,100.0,36.91787439613527,100.0,1.932367149758454,1.932367149758454,3.864734299516908,YES
OXXO,conveniencia,Tamaulipas,Reynosa,Reynosa,205,205,67.8063344678533,281.92066484051327,414.31027425928215,613.2120483606705,880.7888842936925,476.85398109179346,0.25365853658536586,20.975609756097562,1.1560975609756097,65.85365853658537,2.765853658536585,85.85365853658537,4.365853658536586,93.65853658536585,9.268292682926829,98.04878048780488,15.93658536585366,100.0,32.0390243902439,100.0,4.878048780487805,6.829268292682927,9.75609756097561,YES
OXXO,conveniencia,Durango,Durango,Victoria de Durango,192,192,197.47967840983134,271.28646425127744,418.8040496950721,578.8271798222411,698.9554692091542,472.7188636531476,0.3020833333333333,21.354166666666668,1.46875,59.895833333333336,4.270833333333333,92.70833333333333,6.692708333333333,96.35416666666667,14.041666666666666,98.95833333333333,24.572916666666668,99.47916666666667,50.21875,99.47916666666667,0.0,0.0,0.0,YES
OXXO,conveniencia,Nuevo León,Apodaca,Ciudad Apodaca,187,187,118.64240522604942,245.1608049881449,364.4498500516222,473.78698034332257,653.3389470877721,382.019182411772,0.3582887700534759,25.668449197860962,1.8556149732620322,81.28342245989305,4.427807486631016,94.6524064171123,6.919786096256685,98.39572192513369,14.60427807486631,99.46524064171123,25.144385026737968,100.0,51.1764705882353,100.0,2.1390374331550803,2.1390374331550803,4.278074866310161,YES
